iter	Logloss
747	0.4893258748
748	0.4892602946
749	0.4891829427
750	0.4891242554
751	0.4890360596
752	0.4889574463
753	0.4888586833
754	0.4887649129
755	0.4886980916
756	0.4886238159
757	0.4885653605
758	0.4885040283
759	0.4884274495
760	0.4883398438
761	0.4882529338
762	0.4881753703
763	0.4881057943
764	0.4880305257
765	0.4879664876
766	0.4878893636
767	0.4878164754
768	0.487748116
769	0.4876739665
770	0.4876033081
771	0.4875434489
772	0.4874466146
773	0.4873786336
774	0.4872871745
775	0.487195109
776	0.4871098267
777	0.4870394572
778	0.4869678589
779	0.486894401
780	0.4868313721
781	0.486773877
782	0.4867010213
783	0.4866061076
784	0.4865413778
785	0.4864689575
786	0.4863845744
787	0.4862983683
788	0.4862054525
789	0.4861141276
790	0.486068693
791	0.4860039225
792	0.4859482015
793	0.485885262
794	0.485797408
795	0.4857205404
796	0.485658195
797	0.4855830078
798	0.4855244548
799	0.4854525757
800	0.4853716227
801	0.485306547
802	0.485228833
803	0.485166154
804	0.485098877
805	0.4850339396
806	0.4849762939
807	0.4849159668
808	0.4848346558
809	0.4847812256
810	0.4847098307
811	0.4846487101
812	0.4845805827
813	0.4845104736
814	0.4844498657
815	0.4843826009
816	0.4843309489
817	0.4842603678
818	0.4841936646
819	0.4841289998
820	0.4840674276
821	0.4839796753
822	0.4839139445
823	0.4838482096
824	0.4837847575
825	0.4837119507
826	0.4836322347
827	0.4835578939
828	0.4835007853
829	0.4834403971
830	0.4833765584
831	0.4833085775
832	0.483244576
833	0.4831765055
834	0.4830982503
835	0.4830419678
836	0.4829684733
837	0.4829045288
838	0.4828240601
839	0.4827491211
840	0.4826657471
841	0.4825999308
842	0.4825257813
843	0.4824560099
844	0.4823771525
845	0.4823090088
846	0.4822333984
847	0.4821701945
848	0.4820993734
849	0.4820156169
850	0.4819356812
851	0.4818715535
852	0.4817791585
853	0.4817243652
854	0.4816627441
855	0.4816082357
856	0.4815394653
857	0.481470634
858	0.4814055135
859	0.481321932
860	0.481263619
861	0.4811930054
862	0.4811248698
863	0.481021342
864	0.4809420614
865	0.4808786825
866	0.4808208903
867	0.4807232259
868	0.4806732544
869	0.4806059082
870	0.4805105103
871	0.4804459147
872	0.4803673381
873	0.4802989136
874	0.4802293213
875	0.4801569092
876	0.4800850545
877	0.4800098185
878	0.4799506266
879	0.4798726522
880	0.4797881958
881	0.4796939738
882	0.4796492757
883	0.4795812052
884	0.4795108765
885	0.4794473877
886	0.4793785645
887	0.4793129639
888	0.4792422852
889	0.4791651815
890	0.4791023275
891	0.4790395101
892	0.478961381
893	0.4788892456
894	0.4788292806
895	0.4787585856
896	0.4786886393
897	0.4786202352
898	0.4785561971
899	0.4784968058
900	0.4784161092
901	0.4783633667
902	0.478308549
903	0.4782473918
904	0.4781758097
905	0.4781172323
906	0.4780417806
907	0.4779218872
908	0.4778532756
909	0.4777986491
910	0.4777465942
911	0.4776875692
912	0.4776199463
913	0.4775369425
914	0.4774768595
915	0.4774102091
916	0.4773319987
917	0.4772799316
918	0.4772136556
919	0.4771507528
920	0.4770888509
921	0.4770297811
922	0.4769601888
923	0.4768934001
924	0.4768293457
925	0.4767637736
926	0.4766938639
927	0.4766391886
928	0.4765702718
929	0.4765101807
930	0.4764536214
931	0.4763933716
932	0.4763238607
933	0.4762697021
934	0.4762254598
935	0.4761667155
936	0.4760873332
937	0.4760318075
938	0.4759724813
939	0.4758999674
940	0.4758330933
941	0.4757690308
942	0.4757075846
943	0.4756194906
944	0.4755486572
945	0.4754679321
946	0.4754189087
947	0.4753527425
948	0.4752940959
949	0.4752384074
950	0.4751642293
951	0.4751008626
952	0.4750420166
953	0.474978304
954	0.4748958537
955	0.4748401489
956	0.4747839315
957	0.4747254842
958	0.4746722087
959	0.474595756
960	0.4745385661
961	0.4744760905
962	0.4744054484
963	0.4743451986
964	0.4742699992
965	0.4741694702
966	0.4741128947
967	0.4740472534
968	0.4739739665
969	0.4739056722
970	0.4738450846
971	0.4737751099
972	0.4737165283
973	0.4736435262
974	0.473579012
975	0.473530717
976	0.4734603516
977	0.4733942342
978	0.4733380941
979	0.4732683594
980	0.4732164836
981	0.4731390462
982	0.4730783529
983	0.473031897
984	0.4729649658
985	0.4728647909
986	0.472808724
987	0.4727556559
988	0.4726872396
989	0.4726350098
990	0.4725883097
991	0.4725420369
992	0.4724764771
993	0.4724249837
994	0.472360026
995	0.4723022135
996	0.4722284342
997	0.4721677409
998	0.4721153605
999	0.472054305
